seed,trial_id,sinkage_init,friction,escape_dir_x,escape_dir_y,escaped,time_to_escape,final_proj,entrapped_steps,failure_mode,terminal_x,terminal_y,terminal_z
0,0,0.23280501935178907,0.680936014129161,0.9670438766479492,0.2546098530292511,True,204,3.002985877464752,0,ESCAPED,0.12416919285652411,-0.07157150394027291,0.2322676037461897
